question,Cluster_Label
Why are there two versions of Chapter 1 - Verse 8 of Bhagavad Geetha?,41
Why Arjuna did not attain moksha/mukti despite the upadesha of GeetA?,35
Why Atma is interpreted as a witness.?,34
Why Bhagvad Geeta is classified as Smriti and not Shruti? Even though it was told directly by Brahman in the form of Shri Krishna?,19
Why can we eat living plants but not living animals?,61
Why can’t we justify offering animal sacrifice using Bhagwad Gita?,40
Why create evil?,10
Why did Arjuna forget teachings of Bhagavad Gita?,57
Why did Arjuna forget the Bhagavad Gita?,57
Why did Duryodhana mention specific warrior names in the Bhagwat Gita  Chapter-1?,16
Why did God made mind so hard to control?,14
Why did Lord Krishna curse Ashwatthama?,18
Why did Lord Krishna tell Bhagwat Gita only to Arjuna and not anyone else?,6
Why did many devas along with Vishnu incarnate on earth as major Mahabharat characters during dwapara yuga?,55
Why did moha (disillusion) arise in Arjuna only before the Kurukshetra war in Mahabharata but not the previous battles?,18
Why did parshuram curse stotras? Why Gita  Vishnu Sahasranama and Chandika Saptashathi among some more are free form all dosha?,58
Why did Sri Krishna advice Arjuna to do service to other Saints  for gaining knowledge?,53
Why did Sri Krishna say he is Indra among Devatas?,20
Why did Sri Krishna say he is Usanas among seers?,2
Why did Sri Krishna say he was VAJRA among weapons?,20
Why did Swami Vivekanada say so?,3
Why did Vishnu incarnate as Buddha after delivering Gita?,16
Why didnt Kṛṣṇa really prevent the Mahābhārata war? Did Kṛṣṇa classify the Kurukṣetra war as hiṁsā or ahiṁsā?,13
Why do scriptures use trivial examples?,61
Why do Shankaracharya and Ramanujacharya in their Gita Bhasya 18.41 say that Sudras are Tamasik?,46
Why do sinful people get punished by God if they are puppeted by the Lord?,42
Why do the vedas have hymns to worship demi gods (Agni  Indra  etc) but gita say not to worship demigods?,40
Why does Yogakshema word has different context in BG 2.45 and BG 9.22,22
Why does Adi shankaracharya think that self cannot perceive a relation between itself and avidya?,17
Why does Bhagavan Krishna use the phrase other deities in Gita (7.20)?,43
Why does bhagwad Gita contradict itself?,56
Why does geeta call vedas as traigunya vishaya?,19
Why does gita mahatmaya by shankaracharya say we dont need any scripture contary to BG 16:17  16:23,11
Why does Krishna consider/believe the devotee who worship him as saguna superior than who worship as nirguna?,2
Why does Krishna in certain verses of the gita state they are only his opinion?,43
Why does Krishna say he is not responsible for ones deeds yet he says he controls everything and is in everything?,52
Why does Krishna say he is the Ganga among rivers  when  as Parabrahman  he is ALL rivers?,20
Why does Krishna say that I am the light of the sun and the moon... when the moon has no light of its own?,18
Why does Krishna say worshipers of other deities do not reach him  although they are also only worshiping him indirectly?,2
Why does Krishna Vishwaroop contain all the manifestations of Adityas  Rudras  Shiva  Brahma  Vasus  Aswinis  etc.  but surprisingly not Sri Ram?,18
Why does our soul reside in our heart? What does that mean?,62
Why Does the Avadhuta Gita 1.36 say that The Absolute truth is devoid of Both Duality and Nonduality?,3
Why each word of Srimad Bhagavad Gita is considered to be so important?,60
Why fight against adharma if everything is already planned?,54
Why Hindu is not connected to other hindu but Every Hindu is connected with Lord Kirshna?,13
Why is Bhagavad Gita considered more prominent than Ramayana?,29
Why is Bhagavad Gita of Lord Krishna considered as the ultimate Gita?,29
Why is Bhagavad Gita the only the Granth whose jayanti (birthday) being celebrated?,41
Why is Caste System there in Hindu religion?,4
Why is Indra called vAsava?,3
Why is it said in Vedanta that you are not the doer of any action?,61
Why is Janmashtami an important festival in Hinduism?,61
Why is Kripacharya known as Samitinjaya,46
Why is Krishna/Vishnus viswarUpa so fierce?,2
Why is Om believed as Pranav mantra? although humming sound Mmm.. in the AUM chant is the Pranav/moola mantra,4
Why is the Gita called GitA instead of Gitah or Gitam?,37
Why is the knowledge of Bhagavad Gita secret and confidential?,28
Why is the repression word used in verse 33 Gita chapter 3?,19
Why is the Spine so important in spiritual activity?,15
Why Krishna advised Arjun to worship other Devas and attain powers?,50
Why Krishna is specifying woman  Vaishyas and Sudras in Sloka 9.32 of Bhagavad Gita regarding attening Supream Goal?,3
Why Krishna says He is Sama Veda among Vedas in Bhagavad Gita?,16
Why lord krishna said O descendent of Bharat to Arjun?,53
why Lord krishna say that wise lament neither for the living nor for the dead?,34
Why Lord Krishna says he is Bhrigu in sages?,35
Why Marichi is called Maruts?,4
Why negative results in life cannot be attributed to god in the form of blame?,14
Why only Geeta has Shree Bhagwan uvachah?,19
Why pain and suffering?,38
Why Pandavs did not attained the Moksha?,34
Why previous births are only known to God and not to humans?,54
Why reading Bhagvad Gita without Guru can be dangerous?,63
Why shlok from Gita addresses third person instead of second?,40
Why Shri Krishna did karma when He spoke against it in 2.21?,18
Why Shri Krishna referred Arjuna as conqueror of wealth?,12
Why Shri Krishna referred himself as He in Gita chapter 13 verse 14?,43
Why the three levels of reality of Advaita Vedanta are not mentioned in any scriptures?,58
Why there was so much hatred towards Karna on the part of Bheeshma and Dronacharya?,13
Why Uddhava Gita starts differently - are there different Uddhava Gitas?,11
Why wasnt Bhagavad Gita available at the time of Ramayana?,56
why we can not control our mind even chanting the hare -krishna mantra or any other highly recommended mantra by spiritual guru?,1
Will god get angry if I start worshiping another god?,27
Will I (Psycho-Physical I) cease to exist after death or moksha?,62
Will non-vegetarians wont get liberation?,47
Will one get liberation  if at the time of death one doesnt remember God though the one has been remembering God throughout his life?,10
Wise men never initiates any action?,21
Worship of one god and worship of Shri Ram,34
Would justice  punishment accomplishment and dharma establishment take place irrespective of which side Krishna fought for and which side won?,52
Wouldn’t life had been better if one suffers his prarabdh karma in the same life time,61
