question,Cluster_Label
Why are there two versions of Chapter 1 - Verse 8 of Bhagavad Geetha?,30
Why Arjuna did not attain moksha/mukti despite the upadesha of GeetA?,44
Why Atma is interpreted as a witness.?,30
Why Bhagvad Geeta is classified as Smriti and not Shruti? Even though it was told directly by Brahman in the form of Shri Krishna?,30
Why can we eat living plants but not living animals?,40
Why can’t we justify offering animal sacrifice using Bhagwad Gita?,49
Why create evil?,29
Why did Arjuna forget teachings of Bhagavad Gita?,44
Why did Arjuna forget the Bhagavad Gita?,44
Why did Duryodhana mention specific warrior names in the Bhagwat Gita  Chapter-1?,46
Why did God made mind so hard to control?,48
Why did Lord Krishna curse Ashwatthama?,13
Why did Lord Krishna tell Bhagwat Gita only to Arjuna and not anyone else?,44
Why did many devas along with Vishnu incarnate on earth as major Mahabharat characters during dwapara yuga?,46
Why did moha (disillusion) arise in Arjuna only before the Kurukshetra war in Mahabharata but not the previous battles?,18
Why did parshuram curse stotras? Why Gita  Vishnu Sahasranama and Chandika Saptashathi among some more are free form all dosha?,33
Why did Sri Krishna advice Arjuna to do service to other Saints  for gaining knowledge?,44
Why did Sri Krishna say he is Indra among Devatas?,13
Why did Sri Krishna say he is Usanas among seers?,13
Why did Sri Krishna say he was VAJRA among weapons?,13
Why did Swami Vivekanada say so?,30
Why did Vishnu incarnate as Buddha after delivering Gita?,8
Why didnt Kṛṣṇa really prevent the Mahābhārata war? Did Kṛṣṇa classify the Kurukṣetra war as hiṁsā or ahiṁsā?,28
Why do scriptures use trivial examples?,30
Why do Shankaracharya and Ramanujacharya in their Gita Bhasya 18.41 say that Sudras are Tamasik?,42
Why do sinful people get punished by God if they are puppeted by the Lord?,6
Why do the vedas have hymns to worship demi gods (Agni  Indra  etc) but gita say not to worship demigods?,7
Why does Yogakshema word has different context in BG 2.45 and BG 9.22,30
Why does Adi shankaracharya think that self cannot perceive a relation between itself and avidya?,42
Why does Bhagavan Krishna use the phrase other deities in Gita (7.20)?,8
Why does bhagwad Gita contradict itself?,49
Why does geeta call vedas as traigunya vishaya?,30
Why does gita mahatmaya by shankaracharya say we dont need any scripture contary to BG 16:17  16:23,49
Why does Krishna consider/believe the devotee who worship him as saguna superior than who worship as nirguna?,47
Why does Krishna in certain verses of the gita state they are only his opinion?,8
Why does Krishna say he is not responsible for ones deeds yet he says he controls everything and is in everything?,55
Why does Krishna say he is the Ganga among rivers  when  as Parabrahman  he is ALL rivers?,47
Why does Krishna say that I am the light of the sun and the moon... when the moon has no light of its own?,55
Why does Krishna say worshipers of other deities do not reach him  although they are also only worshiping him indirectly?,47
Why does Krishna Vishwaroop contain all the manifestations of Adityas  Rudras  Shiva  Brahma  Vasus  Aswinis  etc.  but surprisingly not Sri Ram?,13
Why does our soul reside in our heart? What does that mean?,25
Why Does the Avadhuta Gita 1.36 say that The Absolute truth is devoid of Both Duality and Nonduality?,30
Why each word of Srimad Bhagavad Gita is considered to be so important?,60
Why fight against adharma if everything is already planned?,41
Why Hindu is not connected to other hindu but Every Hindu is connected with Lord Kirshna?,43
Why is Bhagavad Gita considered more prominent than Ramayana?,60
Why is Bhagavad Gita of Lord Krishna considered as the ultimate Gita?,60
Why is Bhagavad Gita the only the Granth whose jayanti (birthday) being celebrated?,60
Why is Caste System there in Hindu religion?,43
Why is Indra called vAsava?,39
Why is it said in Vedanta that you are not the doer of any action?,32
Why is Janmashtami an important festival in Hinduism?,12
Why is Kripacharya known as Samitinjaya,39
Why is Krishna/Vishnus viswarUpa so fierce?,13
Why is Om believed as Pranav mantra? although humming sound Mmm.. in the AUM chant is the Pranav/moola mantra,30
Why is the Gita called GitA instead of Gitah or Gitam?,53
Why is the knowledge of Bhagavad Gita secret and confidential?,60
Why is the repression word used in verse 33 Gita chapter 3?,5
Why is the Spine so important in spiritual activity?,36
Why Krishna advised Arjun to worship other Devas and attain powers?,44
Why Krishna is specifying woman  Vaishyas and Sudras in Sloka 9.32 of Bhagavad Gita regarding attening Supream Goal?,30
Why Krishna says He is Sama Veda among Vedas in Bhagavad Gita?,8
Why lord krishna said O descendent of Bharat to Arjun?,13
why Lord krishna say that wise lament neither for the living nor for the dead?,55
Why Lord Krishna says he is Bhrigu in sages?,8
Why Marichi is called Maruts?,4
Why negative results in life cannot be attributed to god in the form of blame?,6
Why only Geeta has Shree Bhagwan uvachah?,30
Why pain and suffering?,61
Why Pandavs did not attained the Moksha?,14
Why previous births are only known to God and not to humans?,40
Why reading Bhagvad Gita without Guru can be dangerous?,57
Why shlok from Gita addresses third person instead of second?,30
Why Shri Krishna did karma when He spoke against it in 2.21?,11
Why Shri Krishna referred Arjuna as conqueror of wealth?,18
Why Shri Krishna referred himself as He in Gita chapter 13 verse 14?,8
Why the three levels of reality of Advaita Vedanta are not mentioned in any scriptures?,30
Why there was so much hatred towards Karna on the part of Bheeshma and Dronacharya?,28
Why Uddhava Gita starts differently - are there different Uddhava Gitas?,52
Why wasnt Bhagavad Gita available at the time of Ramayana?,60
why we can not control our mind even chanting the hare -krishna mantra or any other highly recommended mantra by spiritual guru?,20
Will god get angry if I start worshiping another god?,10
Will I (Psycho-Physical I) cease to exist after death or moksha?,58
Will non-vegetarians wont get liberation?,37
Will one get liberation  if at the time of death one doesnt remember God though the one has been remembering God throughout his life?,58
Wise men never initiates any action?,32
Worship of one god and worship of Shri Ram,10
Would justice  punishment accomplishment and dharma establishment take place irrespective of which side Krishna fought for and which side won?,55
Wouldn’t life had been better if one suffers his prarabdh karma in the same life time,11
